nama_tempat,user,review,rating
Mie Gacoan Bandung - Buah Batu,herliany putri,makanannya di sini enak dan porsi nya pas dan suasananya juga nyaman,5
Mie Gacoan Bandung - Buah Batu,bang madan,Alhamdulillah bagus banget mie nya enak dan juga pemandangan asri,5
Mie Gacoan Bandung - Buah Batu,Dinda Trie Munizah,Makanannya enak semua.. enaken tempatnya.. pelayanannya baik.. pegawai nya ramah semuaa..♥️,5
Mie Gacoan Bandung - Buah Batu,Rafly Saputra,order di go food udah nunggu 1 jam buat diantar tiba tiba di cancel karena ga ada driver dan suru order ulang,1
Mie Gacoan Bandung - Buah Batu,Dhea Siti nf,enak dan tempatnya sangat bersih,5
Mie Gacoan Bandung - Buah Batu,Atha Tsary,"tempatnya bersihh, pelayanannya cepat dan  ramah semua pelayannya",5
Mie Gacoan Bandung - Buah Batu,Ila Purnama Sari,Sabar sabar aja yaa buat ngantrinya. All in lain2nya good.,5
Mie Gacoan Bandung - Buah Batu,Hassa fatharani,"rasanya enak banget, pelayanannya juga ramah",5
Mie Gacoan Bandung - Buah Batu,Artha,"pelayanan nya sangatt ramah, dan cepet bangett🥰🥰 …",5
Mie Gacoan Bandung - Buah Batu,Olyvina Eka MN,"Tempatnya nyaman,pelayanannya baik dan makanan nya enak harganya pun sesuai dengan kantong🥰🥰 …",5
Mie Gacoan Bandung - Buah Batu,Rizal Akda Pamungkas,"Kasirnya nge game, di panggil malah nerusin aja tu main game. Gak ada yang ngawasin juga si ini wkwk, saran saya ini karena pekerjanya rata rata ambil anak muda mungkin lebih diperketat pengawasannya",1
Mie Gacoan Bandung - Buah Batu,Moch Danri Permadi,"makanan nya enak, recomended dehh!!!",5
Mie Gacoan Bandung - Buah Batu,Roemah Matahari,"Tempatnya Luas.,banyak pilihan tempatnya",5
Mie Gacoan Bandung - Buah Batu,Sri Pujirahayu,"Pelayanan payah lama banget,, resto kotor",1
Mie Gacoan Bandung - Buah Batu,Mochammad Erza,tempatnya enyak nyamana makannya enk bess,5
Mie Gacoan Bandung - Buah Batu,Gendis Nur Fajrina,tempatnyaa nyaman terus semi-semi outdoor jadi bisa sambil nikmatin udara dingin. pelayanannya juga cepet. mantap pokonya,5
Mie Gacoan Bandung - Buah Batu,Krisdianti Nurdela hayati,"enak suasananya, pelayanan nya juga memuaskan",5
Mie Gacoan Bandung - Buah Batu,Nadia Rahmati,Bagus banget pelaya Nya mantap,5
Mie Gacoan Bandung - Buah Batu,Zahra Aprilia,pelayanan nya cepat,5
Mie Gacoan Bandung - Buah Batu,Ayu Novita,"Rasa mie nya enak, sama kayak yang lain, tempatnya luas",4
Mie Gacoan Bandung - Buah Batu,Yasifa Bila,enak bangett pake bangetttt jadi kenyang,5
Mie Gacoan Bandung - Buah Batu,Fayra Akame,"Pangsit gorengnya bau aneh, trus lemon tea nya berminyak",1
Mie Gacoan Bandung - Buah Batu,Rian Wirasena,"Pertamakali ke cabang ini bikin kapok gmw ke cabang ini lagi, pelayananya buruk, masa makan blm beres udah di beresin, apalagi pas bagian kkasir gasabaran banget  paddahal antrian lagi kosong, untuk makanan nya enak hanya pelayanannya yg buruk, sayang bnget..",2
Mie Gacoan Bandung - Buah Batu,salsya nuranisa,"tempat nya adem, pelayanan nya juga baik",5
Mie Gacoan Bandung - Buah Batu,sandy jeremy,"pelayanannya lama, udah gitu pas pesen minuman di kasir katanya gaada padahal di grabfood ada. setelah pesen di grabfood, tertera di screenshot sudah bisa diambil. nyatanya masih harus nunggu 10 menit. sesulit itu buat bikin minuman panas?",1
Mie Gacoan Bandung - Buah Batu,Neneng Kordiati,"tempat nya sejuk dan bersihh!!
makanan nya enakk!!
ga nyesel Dateng ke sini !!
the bestt dehh",5
Mie Gacoan Bandung - Buah Batu,Zaskia Rizky Rustandi,sangat memuaskan dan ramah ramah tempat nya pw banget,5
Mie Gacoan Bandung - Buah Batu,Amelia Triseptiani,Maknanya enak dan pelayanan nya cepet juga ramah bangett,5
Mie Gacoan Bandung - Buah Batu,Saira Nur azzahra,"enakk makananya dan baik pelayananya,love itt",5
Mie Gacoan Bandung - Buah Batu,Maryana Putri,Tempat nya ok nyaman luas untuk minuman self service mngkin waiter nya gk mau trllu capek hrs nganter x ya atau klw ada accident tumpah gk mau ganti. hehe yg nganter paling untuk mknn nya aja itu pun hrs puter puter dl nyari gk trlalu rame …,4
Mie Gacoan Bandung - Buah Batu,Widdy Yuspita,"Tempatnya nyaman
Mie pedas banget
Tempatnya juga strategis",5
Mie Gacoan Bandung - Buah Batu,Budi Rifky,Tempat nya enak,5
Mie Gacoan Bandung - Buah Batu,keyzia alqallifi,makanan nya enak semua pelayanan juga cukup baik,5
Mie Gacoan Bandung - Buah Batu,Mira sri rahayu,makannya enak tempatnya enka,5
Mie Gacoan Bandung - Buah Batu,Gilang Nugraha,Pelayanan nya ramah pokoknya mahbest,5
Mie Gacoan Bandung - Buah Batu,feny adhani,gacoan buah batu bersih rapih pokonyaa besttt poulll,5
Mie Gacoan Bandung - Buah Batu,Adi Sukma,"Makanan nya enak
Ramah
Cepat dan siap saji semuanya
Bersih",5
Mie Gacoan Bandung - Buah Batu,Aldi Herdi,"Lama penyajian nya, khusus nya untuk yang online . Kasir offline dan online di barengkan malah di prioritaskan yang offline. Kecewa banget .",1
Mie Gacoan Bandung - Buah Batu,Suhada Alfaro,Seharusnya ada yg atur tempat duduk tempat dudu yg seharusnya 2 orang 4 orang 6 orang,1
Mie Gacoan Bandung - Buah Batu,Imam Ali,"Tempat nyaman, makanan ok. Rekomendasi buat yang nyari tempat makan di sekitar bandung.",5
Mie Gacoan Bandung - Buah Batu,Fayza Azmina,"Gacoan Makanan nya murah tapi enak, pelayanan nya sangat baik kasir nya juga cpet ,ramah dan tempat nya pun sangat luas dan nyaman",5
Mie Gacoan Bandung - Buah Batu,sudar wati,"Kadang rasanya pas, kadang kurang. Kalo lagi rame Pelayanan cepet, tapi kalo lagi santai pelayanan juga ikut santai kadang lama. Ya gpp lah sekali kali karyawan nya nyantai. Eh tapi tadi ada baju karyawannya yg kotor di bagian dada sampai …",4
Mie Gacoan Bandung - Buah Batu,Karissa Shaumi,Makanan nya enak dan affordable. Tempat outdoor nya luas.,5
Mie Gacoan Bandung - Buah Batu,Sarah Tarigan,"Kasirnya ramah, makanan cepat disajikan dan enak.",5
Mie Gacoan Bandung - Buah Batu,anitasari 460,"ramah,bersih,tempatnya strategis, pelayanan nya cepet",5
Mie Gacoan Bandung - Buah Batu,Arum,pelayanan nya cepet,5
Mie Gacoan Bandung - Buah Batu,Nazwa Hasan,pelayanan sangat baik dan tempatnya pun nyaman,5
Mie Gacoan Bandung - Buah Batu,Rifkarahmad,"Menu nya terjangkau, tempatnya luas nyamann",5
Mie Gacoan Bandung - Buah Batu,Marcelino Wijaya,"Cukup memuaskan, soalnya terjangkau harganya baik anak muda maupun kalangan dewasa",5
Mie Gacoan Bandung - Buah Batu,ssyf syifa,"makanan nya enakkk, pelayanan nya juga baikk😋😍😍 …",5
Mie Gacoan Bandung - Buah Batu,Pajar enday,"semuanya baik, no problem tapi kadang level kepedesan berbeda",5
Mie Gacoan Bandung - Buah Batu,Fazriel,enak mantap gasken,5
Mie Gacoan Bandung - Buah Batu,junita Thsya,bisa menikmati makanan yang lezat dengan suasana yang nyaman dan sejuk,4
Mie Gacoan Bandung - Buah Batu,Muhamad Abdul Azis,Cs yg cwe ramah baik bgt pelayanannya jg baik 👊🏻 …,5
Mie Gacoan Bandung - Buah Batu,Raissa Khalda,suasana nya enak buat ngobrol sama temen,5
Mie Gacoan Bandung - Buah Batu,Mohamad Dimas,"pengalaman nya bagus, pelayanan nya cepat, makanan nya enak",5
Mie Gacoan Bandung - Buah Batu,Cindi Dewii,"MANTAP BANGETTTT, miee gacoannya juga enakk. pedesnya pass. pelayanannya juga ramahh, rekomended banget nihh🤩🤩🤩 …",5
Mie Gacoan Bandung - Buah Batu,Zitta Morgana,"Untuk makanan enak berbeda dengan gacoan lain, untuk suasana dan layanannya cukup baik, nyaman dan tempat yang luas. Pelayanan cepat keberhasihan cukup teliti dan terjamin bersih",4
Mie Gacoan Bandung - Buah Batu,_해니,makanan dan tempat nya bsrsih bersih,5
Mie Gacoan Bandung - Buah Batu,Apart Bandung,"lama pelayanan nya mentingin shopee trus sama gojek lah. yg dine in sama take away dilama lama in heran deh. pegawainya jutek"" ga ada ramah"" nya tempat kotor lagi",1
Mie Gacoan Bandung - Buah Batu,dudi rusadi,"Makanan nya lumayan enak
Pelayanan ramah dan lokasi nya enak juga buat nongkrong",5
Mie Gacoan Bandung - Buah Batu,Mohammad Agusti,Mie nya lembek banget. Kek nya nga digoreng ulang di pan cuman direbus,3
Mie Gacoan Bandung - Buah Batu,Entin Wartini Suryana,"Makanannya enak tapi mi level 3 kurang pedas, udang rambutannya gurih dan gk terlalu kering, pangsit ayamnya enak taoi gk tau kenapa kek ada hint smoke nya, dan saya kurang suka. Minumannya itu si es yang pink pink itu apasih namanya, kok …",4
Mie Gacoan Bandung - Buah Batu,Reska Listiani,recomended bangett walaupun kadang aga ngantri banyak,5
Mie Gacoan Bandung - Buah Batu,iksan ramdani,makanan nya enak mantap,5
Mie Gacoan Bandung - Buah Batu,turyati turyati,"Tadi datang dalam kondisi hujan lebat sekali tapi Alhamdulillah ada tempat neduh yang enak banget dan pelayanannya juga cepat, baru duduk sebentar udah bunyi alarm ordernya 😊😊 …",4
Mie Gacoan Bandung - Buah Batu,putri milatul,"layanan nya cepat, dan tempat yang nyaman",5
Mie Gacoan Bandung - Buah Batu,cahaya cahaya,"Pertama kalinya makan ditempat, langsung kecewa berat., bisa bisanya pesanan kami terlewat... Sampai harus menunggu 1jam lewat,.. dan hanya permintaan maaf yg kami dapat.. rasa makanan pun tak lagi terasa nikmat....",1
Mie Gacoan Bandung - Buah Batu,fadilhataf,bahagia dan seger enak dan pedes nya mantaapz,5
Mie Gacoan Bandung - Buah Batu,Nana Rusmana,"terlalu lama nunggu, katanya meja penuh,,, padahal ada bbrpa yg kosong setelah kami cek. Dan baru selesai mkn, piring dan yg lain nya langsung  di ambil dan di beresin, padahal kami masih duduk dan masih menikmati....",2
Mie Gacoan Bandung - Buah Batu,Seni Oktaviani,"Udah lama gak kesini, pas kesini lagi kok pelayanan turun drastis ya, minta tolong beresin meja bekas yg makan sebelumnya, cuma diambilin bekas alat makannya aja, meja gak di lap padahal jelas ada genangan air di mejanya, pas mie nya …",1
Mie Gacoan Bandung - Buah Batu,fardibiee,rok basah kena air hujan aduhh..,5
Mie Gacoan Bandung - Buah Batu,rossy ronia,"pelayanan buruk, minta tisue karena yg ada di box dinding habis, bukannya di isi ulang malah disuruh ambil ke depan aja, mau take away bukannya dibantu ditaro ke depan biar di box kan malah di blg ke depan aja sendiri, baru kali ini makan …",1
Mie Gacoan Bandung - Buah Batu,Inasya rahadi,Pelayan nya baik dan ramah,5
Mie Gacoan Bandung - Buah Batu,Enung Rosita,"Kasir nya cantik dan ramah
Mkn di tempat lebih enak rasanya👍👍 …",1
Mie Gacoan Bandung - Buah Batu,Reva alesha Zahra,Pelayanan nya bagus tempatnya nyaman makanannya mantappp...😊 …,5
Mie Gacoan Bandung - Buah Batu,pacar haechan,Pelayanannys bagus tempatnya bersih,5
Mie Gacoan Bandung - Buah Batu,Cyntia Ucing,"PELAYANNYA TIDAK INFORMATIF!! buang-buang waktu aja. Bilang kek kalo satu orang pesen makan, satu orang lagi antri kursi. Jadinya kita gakeluar antrian pas antri makanan. Aduh gimana sihh, banyak karyawan tapi ga becus ngasih informasi, …",1
Mie Gacoan Bandung - Buah Batu,Desi Ayuwitriyani,"Tempatnya luas bersih, pelayanan oke, parkiran luas, posisi gacoannya juga strategis.",5
Mie Gacoan Bandung - Buah Batu,Rangga Cahyadi,"Waktu hari sabtu kemarin sempet ke mie gacoan ini dan pelayanannya bagus serta cepat apalagi buat dine in,area strategis jadi lumayan rame dan suasananya enak adem buat makan pas jam makan siang, cuma ada karyawan yang pas ditanya jam shalat Dzuhur udah atau belum mereka tidak tahu",5
Mie Gacoan Bandung - Buah Batu,Mahdiana,Makanannya enak pelayanannya memuaskan,5
Mie Gacoan Bandung - Buah Batu,Octhaviany evelina,Enak,5
Mie Gacoan Bandung - Buah Batu,Heky Velma,tempatnya enak makanan murah,5
Mie Gacoan Bandung - Buah Batu,Elsa vridara Gustini,pelayanannya baik pada ramah,5
Mie Gacoan Bandung - Buah Batu,NOVA ANDRIANI,makanan nya enak dan suasananya juga nyaman,5
Mie Gacoan Bandung - Buah Batu,Rania putri zahira wiria at maja,"Makanan nya enak, pedes nya pas",5
Mie Gacoan Bandung - Buah Batu,Ogi Lukman,kasir laki laki nya kurang ramah masa saya cuman beli mie satu aja muka nya judes trauma beli di situ lagi deh :(,1
Mie Gacoan Bandung - Buah Batu,Faidza Kejora,"Makanannya enak, tempatnya bersih",5
Mie Gacoan Bandung - Buah Batu,Naisya Rapipah,"Tempat nya enak,makanan nya cepet,pelayanan nya baguss",5
Mie Gacoan Bandung - Buah Batu,diva. ananda16,"Makan mie yang selalu penuh dan antri, tempatnya luas harga ekonomis dengan menu paket paketnya, bisa buat kongkow sambil ngobrol ngobrol sama temen temen sambil tunggu aktifitas selanjutnya",5
Mie Gacoan Bandung - Buah Batu,aris sunanto,"makanannya enak, pelayanannya juga baik",5
Mie Gacoan Bandung - Buah Batu,Revi Putra,mood rusak karena bayar parkir 10rb padahal cuman parkir bentar. giliran gofood atau shopeefood bayar cuman 1rb. ngebantuin keluar aja ga. preman sampah. gabakal makan disini lagi. Tapi makanannya overall enak sih. Tolong gratisin biaya parkir.,1
Mie Gacoan Bandung - Buah Batu,Silvi Syeila,"pelayanan cepet,bersih,enak,nyaman",5
Mie Gacoan Bandung - Buah Batu,Nazra Naziha,makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Danny Permana,Pertama kali ke gacoan..pesen yg level 4 pedes bgt...... semoga kedepannya parkir ya gratis ya....masa motor 3000...,4
Mie Gacoan Bandung - Buah Batu,Mesa Nurhalisah,Tempatnyaa enak pada ramah,5
Mie Gacoan Bandung - Buah Batu,Nuri Nurul Hidayah,"Tempatnya adem, pelayanan okay",5
Mie Gacoan Bandung - Buah Batu,Selis Tiana,"Gacoan makanan ter fav
Murmer dan tempatnya nyaman juga
Kasirnya ramahh pula top markotop👍👍👍👍👍👍 …",5
Mie Gacoan Bandung - Buah Batu,Zaki Zahran gunawan,Makanan nya enak uda,5
Mie Gacoan Bandung - Buah Batu,Neng Tati,"Cuman di sini parkir di tagih dua kali hadehh
Bantuin juga engga",1
Mie Gacoan Bandung - Buah Batu,nayla putri,"baik,dan enak² makannan nyaa 😍 …",5
Mie Gacoan Bandung - Buah Batu,mohamad mauludin,TOLONG dari pegawai parkiran kalo motor parkiran tuh kalo mindahin jangan asal2x an motor gw baru jadi Lecet2  body nya woy .  mau nyalahin ke tukang parkir tapi gak tau siapa yang mindahin tolong di perbaiki,1
Mie Gacoan Bandung - Buah Batu,Siti Nursolihat,Semuanya sangat memuaskan 🥰 …,5
Mie Gacoan Bandung - Buah Batu,Moh Ridwan Hidayat,Makan dine in pas jam makan siang ngantri n waiting list 1 jam lebih.,5
Mie Gacoan Bandung - Buah Batu,Go Verawati,"Untuk makanannya ok gak ada masalah, bahkan goreng-gorengannya kalau dibandingkan dengan harganya termasuk enak dan murah …",2
Mie Gacoan Bandung - Buah Batu,Nuraini Syarifah,pelayanannya oke cuman nunggu makannya agak lama dikit tapi oke kok,5
Mie Gacoan Bandung - Buah Batu,Azzahra Zovita Marcelina,pelayanannya baguss bintang ⭐️⭐️⭐️⭐️persibbb,5
Mie Gacoan Bandung - Buah Batu,Ahmad Khalid,Beli satu paket lama beli 20 paket sama aja,2
Mie Gacoan Bandung - Buah Batu,Rifana Azzahra,Enak pelayanan cepatt,5
Mie Gacoan Bandung - Buah Batu,Kholilatus Shofi,tempatnya cozy sii buat makan,5
Mie Gacoan Bandung - Buah Batu,G,"super duper nyamann bangett
bersih + pelayanannya gercep besttt ‼️‼️",5
Mie Gacoan Bandung - Buah Batu,mazaya kiran,pelayanannya sangat baik 🤩 …,5
Mie Gacoan Bandung - Buah Batu,Umega Sanjaya,"Minumnya aja yg masuk akal, sisanya :'(",1
Mie Gacoan Bandung - Buah Batu,Astrid Angelina,"enak, tempat nya nyaman",5
Mie Gacoan Bandung - Buah Batu,Miracle Phoenix88,Pedes nya ga konsisten level 1 kadang pedes kadang engga kalo di atas jam 12 malem suka kurang rasanya,2
Mie Gacoan Bandung - Buah Batu,Haikal Nurahman,suasana nya nyaman,5
Mie Gacoan Bandung - Buah Batu,Alifah Sabriyyah,"tempatnya bersih, pelayanan nya juga bagus dan cepat, suasananya pun ramai",5
Mie Gacoan Bandung - Buah Batu,Dheira Oktaviani putri,mantap menyenangkan,5
Mie Gacoan Bandung - Buah Batu,Desty Kistiani,"Mending beli lewat aplikasi aja. Penuh terus. Udh antri mau order ternyata kudu ambil nomer waiting list dulu. Antri 2x jadinya. Baru pertama kali sih makan di sini.  Gacoan lvl 1 pedes banget, ga kuat heehhe..tergantung selera sih yaa..klo aku sih cukup sekali aja. Tapi dimsum dan siomay enakkk",3
Mie Gacoan Bandung - Buah Batu,"Teguh Akbar,S.H.",Tulisan di kotak aja ga jelas sekali jadi g bisa bedain ini level berapa bikin rugi ..minimal tulisan perbaiki kaya anak TK belajar nulis ge jelas tulisan nya,1
Mie Gacoan Bandung - Buah Batu,Uus 7ehebbe,"Mantap, pelayanan nya bagus 👍 …",5
Mie Gacoan Bandung - Buah Batu,Riky Saepuloh,"Mie gacoan yang sering penuh, mungkin karena berada di perempatan buah batu yang sudah pasti penuh dan macet. Tempat yang bersih dan juga luas, ada kursi untuk bayi juga jadi bisa untuk keluarga. Minusnya, ketika mau keluar dan mengarah ke …",5
Mie Gacoan Bandung - Buah Batu,Muhammad Akbar,pelayanan nya puas,5
Mie Gacoan Bandung - Buah Batu,DNDJR HNA,Worth itbuat ngopi santaii bareng temen😅 …,5
Mie Gacoan Bandung - Buah Batu,kirey kurnia,Service nya lama ya order lewat online pun🥲 …,2
Mie Gacoan Bandung - Buah Batu,Nazilah Shafiyyah,"enak, nyaman juga tempatnya dan pelayanannya juga ramah",5
Mie Gacoan Bandung - Buah Batu,depina azzahra,mantap oke siap,5
Mie Gacoan Bandung - Buah Batu,Namira syaza,layanan nya baik bgt cepeg jugaa,5
Mie Gacoan Bandung - Buah Batu,anita karlina,"Dtg pas weekday, ga terlalu rame juga, nunggu makanan'y lamaaaaaaaaaaaaaa banget, padahal karyawan banyak, udah gt mie disajikan dalam keadaan dingin 👎 …",1
Mie Gacoan Bandung - Buah Batu,Muhamad Sabiq Agustian,"dine in hari jumat siang. order mie hompimpa level 1, sama siomay-siomaynya. es lemon tea nya juga enak ga terlalu manis ga terlalu hambar. harga menurut saya sangat terjangkau dan rasanya juga enak. tempat makannya juga banyak dan luas tidak heurin.",5
Mie Gacoan Bandung - Buah Batu,Ari Margono,"Kang parkir jahil, karena itu saya terlambat antar pesanan.",1
Mie Gacoan Bandung - Buah Batu,Cira Risma Belva Inaya,"tempat nya nyaman, rasa mie gacoan nya juga pas",5
Mie Gacoan Bandung - Buah Batu,Salfha Fadilla,"tempat nyaman bikin betah, ramah ramah, seruu. bakal kangen kesini. terimakasih mie gacoan buah batu🥳🥳 …",5
Mie Gacoan Bandung - Buah Batu,Ilyas Shidq,"Tolong dong untuk pemesanan via ojol agar driver ojolnya dibebaskan dari biaya parkir, masa masih ditagih juga padahal ongkir mereka kecil loh. Ujungnya apa? driver jadinya nagih ke saya sebagai customer, ya gak besar sih cuman 2.000 tapi …",1
Mie Gacoan Bandung - Buah Batu,resti febrianti,"Sistem pelayanannya aneh mau makan ditempat WL dulu terus pesennya antri lagi , nunggu 2x .. Huhu mana ga ada yg kasih tau udh antri jauh baru ada yg kasih tau harus WL.. tolong perbaiki lagi kaya di peta sistem nya antri aja ga ada WL ..",4
Mie Gacoan Bandung - Buah Batu,Prima Dandimas,Tempat Nyaman Luas dan Untuk pelayanan Bagus,4
Mie Gacoan Bandung - Buah Batu,Nita Runita,"Pelayanan bagus, makanannya juga masih enak seperti awal pkonya tetap di pertahankan kualitas rasanya.",5
Mie Gacoan Bandung - Buah Batu,fitriani devi,"Sebetulnya makanan oke, pelayanan juga oke, cepet.
Tapi ga sreg sama parkirnya sih motor 3ribu berikut ngga dibantu samsek pas penuh. Geser-geser sendiri. Yg jaga parkir cuma petentengan doang Nerima duit di pintu keluar-masuk.",2
Mie Gacoan Bandung - Buah Batu,istiqomah tirmiara,"Posisi restonya nanggung banget, dibagian cornering, kalo kelewat harus muter jauh didepan, kecuali tau jalan tikus lewat jl yg nembus ke guntursari.
Parkiran buat motor cukup luas, tapi kalau buat mobil sepertinya agak susah. …",5
Mie Gacoan Bandung - Buah Batu,Iqbal Givary,"Namanya juga gacoan
Murah tapi tetep menjaga standardnya",5
Mie Gacoan Bandung - Buah Batu,muhammad arga yahya,"muadep pokona mah ,gahar ladana ,sip ,semoga kedepannya ditingkatkan lagi lebersihannya",4
Mie Gacoan Bandung - Buah Batu,M Rafi Irawan,"Pelayanan lama, pesan 2 mie sama 2 dimsum aja sampe 40 menit. Payah servicenya, padahal dine in di jam 12 malem lebih",1
Mie Gacoan Bandung - Buah Batu,Elin Febiyati,"Antriannya selalu panjang, terakhir kesini mau makan ditempat tapi ga kebagian meja, semuanya waiting list. Jadi di saranin di take away sama pelayannya biar ngga terlalu nunggu lama katanya, tapi di take away juga sama lama tapi ngga lama …",4
Mie Gacoan Bandung - Buah Batu,Agung Gust,Mie gacoan cocok banget buat kaum pelajar karena dari segi harga cukup terjangkau. Cabang mie gacoan yang saya datangi ini memang cukup besar sehingga tempat parkirnya juga cukup luas. Saat itu suasananya dipenuhi oleh para pengunjung …,5
Mie Gacoan Bandung - Buah Batu,gareng rendy,"Itu pegawe nya yg cewek, yg teriak teriak, dia ngasih penjelasan nya gak jelas giliran di tegur malah balik marah2
awalnya saya datang 6 orang termasuk ibu hamil, ini bukan sekali saya ke tempat …",1
Mie Gacoan Bandung - Buah Batu,Tokeyo Senpai,"Ketika volume pengunjung banyak tempatnya kecil sehingga harus menunggu lama 1-2 jm kesel banget, Pelayanan kurang, makanan biasa ajah mie.y rasa terigu kuat banget, pedas.y ok tapi kurang gurih, untuk minuman kaya rasa minuman kemasan, …",3
Mie Gacoan Bandung - Buah Batu,KAMILA AULIA,"saya cuman kurang di suasana karena adanya banyak sampah plastik bekas sumpit , jadi tolong di perhatikan lagi yaa kaka",5
Mie Gacoan Bandung - Buah Batu,Mesa Nurhalisah,Pelayananannya mantappp abiss🩶 …,5
Mie Gacoan Bandung - Buah Batu,Nazila Hermalia R,"tempatnya enakk, nyaman dan makanannya cepet datangnya",5
Mie Gacoan Bandung - Buah Batu,Dewangga Imam X-E,"mantappp, enakeunnn tempatnya",5
Mie Gacoan Bandung - Buah Batu,raihan umam,makanan nya enak,5
Mie Gacoan Bandung - Buah Batu,wina widiana,Mungkin semua sudah pada kenal dg brand satu ini. Hanya yg memang harus jd perhatian adalah pelayanannya. Masih dibilang cukup lama. Dari awal pesan hingga menu datang bisa 45 menitan. Tp mungkin ini berlaku krn di jam makan siang. Jam …,4
Mie Gacoan Bandung - Buah Batu,Seni Ferina,"Tempatnya bersih, pegawainya wangi, ramah, sopan, cuma tolong tukang parkirnya bukan mslh uang nya, masa pke motor ditarip diatas harga parkir biasa.",5
Mie Gacoan Bandung - Buah Batu,Lulu Nur Syifa,"Bisa untuk makan sekelas, pelayanannya ramah",5
Mie Gacoan Bandung - Buah Batu,Rismaa riris,mewakili intann dan semuanya enakkk bangettttt,5
Mie Gacoan Bandung - Buah Batu,Ibang Zain,buat makanan harga segitu dgn rasa yg enak bgt menuruy aku sih iiiyyyyeeesss bbbggtttt ...pelayan dan tempat luas dan nyaman ...,5
Mie Gacoan Bandung - Buah Batu,ASTRI NINDIA,Tempat makan mie yg nyaman.. Mie nya enak.. Harganya worth it jga.. Pelayanan memuaskan... Makin ditingkatkan lg ya untuk mie gacoan..,5
Mie Gacoan Bandung - Buah Batu,Fakhira F,Penuh banget jadi harus take away,4
Mie Gacoan Bandung - Buah Batu,Nur Alda,Pesanannya cepet bngt di proses walaupun rame makasih,5
Mie Gacoan Bandung - Buah Batu,Tiara Nur Habibah,suasana nya enak nyaman,5
Mie Gacoan Bandung - Buah Batu,khansa azmii,nyaman untuk di jadikan tempat deep talk bersama temen,5
Mie Gacoan Bandung - Buah Batu,Brayden Elsworth,"sorry to say, mie gacoan kalo take away kok rasanya aneh dan gatau kenapa bikin orang merasa tidak enak badan (mual mual) dan lemas lemas, apakah cara buatnya tidak steril atau bagaimana?",1
Mie Gacoan Bandung - Buah Batu,anak kost,"Tadinya mau makan di tempat,, tp suasana nya crowded,,akhirnya take away, take away pun nunggu lama,, pesanan udah jadi blm di panggil juga,,sampe kudu bolak balik cek orderan,,gak tau ini kek gak santuy aja,,, antrian juga gila gilaan, …",3
Mie Gacoan Bandung - Buah Batu,Farwah Nurul,enak banget tempatnya,5
Mie Gacoan Bandung - Buah Batu,febrian nurchafidz,"Pelayanan cepat,makanan enak mantap",5
Mie Gacoan Bandung - Buah Batu,Agil Fernando,"Pelayanan buruk, mangkuk makanan kotor, saya disuruh nunggu makanan padahal udh hampir 1 jam dan yang baru dateng malah didulukan, tolong dong kembaliannya jangan kurang ya,....parah sihh",2
Mie Gacoan Bandung - Buah Batu,sindy yulianti,Makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Rut Zefania,"enakk makanan nya, tempat nya adem",4
Mie Gacoan Bandung - Buah Batu,Andi Ardi,"gacoan Buahbatu kontol
Nunggu 30 menit belum jadi jadi
Anjig",1
Mie Gacoan Bandung - Buah Batu,Nurul Alya Sapitri,"Mantapp pokonyaa, tempatnya nyaman😍 …",5
Mie Gacoan Bandung - Buah Batu,Anisa Alifiyah,"harga terjangkau untuk makanan ini, rasanya enak, apalagi udah keju nya",5
Mie Gacoan Bandung - Buah Batu,Dewi Yulianti_ 2020,Untuk makanannya enak bumbunya balance tapi mohon maaf untuk meja makannya berdebu mungkin karena dekat dgn jalan juga yaa,4
Mie Gacoan Bandung - Buah Batu,SANDI RAMADAHAN A.K,sangat nyaman dan makananya enak,5
Mie Gacoan Bandung - Buah Batu,Teman Buku,"Kalau pengen hidangan mie yang beda selalu datang kesini. Meski seringnya penuh, tapi tetep rela ngantri.
Suka banget sama varian dimsumnya. Mie-nya mantap, enak.",5
Mie Gacoan Bandung - Buah Batu,yasmin andiani putri,"Pelayanan baik, bagus pokoknya",5
Mie Gacoan Bandung - Buah Batu,Wanti Pratiwi,"Tempat nya bagus, suasananya juga bagus tapi pelayanan nya iwhhh ada beberapa orang yg ga banget masa minta sumpit secara baik baik malah di suruh pake tangan aja lain kali yg bener kalo ngelayanin jgn gitu ke pelanggan",3
Mie Gacoan Bandung - Buah Batu,azril lingga,tempat nya bagus dan bersih,5
Mie Gacoan Bandung - Buah Batu,Suji Puspita,"Makanannya oke pad dateng masih panas,pelayanan nya baik dan suasananya nyaman",5
Mie Gacoan Bandung - Buah Batu,niken ananda,"Tempat nya nyaman, pelayanannya baik dan makanannya enak.",5
Mie Gacoan Bandung - Buah Batu,Restu Gusti Nur Alif,Secara keseluruhan sangat nyaman dan bagus sekali.. pekerjanya gercep.. mulai di order.. trus ketika nganti langsung di tanya mau apa saja.. agar nanti ketika sampai kasir langsung di layani sama kasir tanpa pikir lama.. tempat mungkin …,5
Mie Gacoan Bandung - Buah Batu,anisa sulistiowati,"Makanannya enak bgtttt, pelayanannya baik, cepet jugaaaa, kebersihannya bintang 5",5
